(175, 65)
(175, 187)
(175, 182)
(172, 71)
(172, 148)
(172, 275)
(13, 22)
(13, 21)
(13, 0)
(189, 140)
(189, 277)
(189, 218)
(185, 35)
(185, 170)
(185, 121)
(244, 329)
(244, 250)
(244, 257)
(335, 180)
(335, 226)
(335, 236)
(149, 156)
(149, 11)
(149, 158)
(186, 8)
(186, 239)
(186, 303)
(61, 48)
(61, 69)
(61, 70)
(313, 325)
(313, 201)
(313, 95)
(200, 216)
(200, 208)
(200, 94)
(269, 245)
(269, 276)
(269, 98)
(322, 104)
(322, 42)
(322, 307)
(79, 91)
(79, 86)
(79, 305)
(102, 115)
(102, 96)
(102, 195)
(109, 118)
(109, 96)
(109, 117)
(57, 294)
(57, 69)
(57, 161)
(227, 292)
(227, 201)
(227, 235)
(67, 192)
(67, 208)
(67, 157)
(266, 59)
(266, 276)
(266, 273)
(27, 81)
(27, 42)
(27, 12)
(128, 136)
(128, 86)
(128, 135)
(157, 144)
(157, 165)
(157, 166)
(273, 287)
(273, 281)
(273, 312)
(12, 23)
(12, 20)
(12, 1)
(135, 175)
(135, 280)
(135, 224)
(117, 131)
(117, 19)
(117, 127)
(161, 172)
(161, 169)
(161, 261)
(235, 183)
(235, 124)
(235, 78)
(205, 192)
(205, 214)
(205, 213)
(50, 59)
(50, 38)
(50, 54)
(332, 81)
(332, 37)
(332, 237)
(222, 136)
(222, 306)
(222, 159)
(107, 118)
(107, 302)
(107, 114)
(112, 294)
(112, 301)
(112, 99)
(316, 292)
(316, 215)
(316, 83)
(253, 240)
(253, 261)
(253, 262)
(72, 274)
(72, 78)
(72, 315)
(36, 333)
(36, 166)
(36, 73)
(255, 123)
(255, 312)
(255, 202)
(10, 252)
(10, 1)
(10, 55)
(40, 334)
(40, 224)
(40, 279)
(142, 270)
(142, 127)
(142, 90)
(301, 288)
(301, 310)
(301, 309)
(215, 298)
(215, 164)
(215, 199)
(214, 194)
(214, 16)
(214, 77)
(38, 66)
(38, 221)
(38, 46)
(37, 89)
(37, 45)
(37, 44)
(306, 320)
(306, 43)
(306, 101)
(302, 317)
(302, 314)
(302, 311)
(212, 28)
(212, 219)
(212, 1)
(249, 150)
(249, 17)
(249, 261)
(296, 190)
(296, 304)
(296, 312)
(87, 176)
(87, 232)
(87, 127)
(155, 14)
(155, 162)
(155, 166)
(210, 283)
(210, 5)
(210, 224)
(286, 234)
(286, 271)
(286, 78)
(116, 123)
(116, 268)
(116, 241)
(264, 270)
(264, 171)
(264, 130)
(92, 333)
(92, 133)
(92, 177)
(326, 334)
(326, 173)
(326, 18)
(47, 274)
(47, 228)
(47, 284)
(267, 252)
(267, 321)
(267, 282)
(246, 240)
(246, 3)
(246, 259)
(20, 172)
(20, 27)
(20, 145)
(169, 287)
(169, 57)
(169, 181)
(281, 131)
(281, 266)
(281, 217)
(19, 144)
(19, 109)
(19, 160)
(165, 175)
(165, 67)
(165, 179)
(280, 183)
(280, 128)
(280, 238)
(124, 23)
(124, 227)
(124, 100)
(260, 267)
(260, 76)
(260, 49)
(242, 246)
(242, 230)
(242, 251)
(108, 116)
(108, 97)
(108, 119)
(207, 264)
(207, 154)
(207, 75)
(85, 92)
(85, 93)
(85, 137)
(319, 326)
(319, 209)
(319, 331)
(330, 47)
(330, 152)
(330, 111)
(164, 316)
(164, 171)
(164, 289)
(45, 332)
(45, 133)
(45, 74)
(310, 112)
(310, 173)
(310, 290)
(221, 50)
(221, 228)
(221, 197)
(314, 107)
(314, 321)
(314, 324)
(16, 205)
(16, 3)
(16, 198)
(43, 222)
(43, 268)
(43, 327)
(68, 193)
(68, 75)
(68, 220)
(129, 143)
(129, 137)
(129, 168)
(323, 297)
(323, 331)
(323, 52)
(174, 88)
(174, 111)
(174, 258)
(58, 300)
(58, 49)
(58, 103)
(53, 62)
(53, 251)
(53, 60)
(110, 125)
(110, 119)
(110, 122)
(308, 124)
(308, 97)
(308, 315)
(71, 20)
(71, 154)
(71, 55)
(132, 169)
(132, 93)
(132, 262)
(196, 281)
(196, 209)
(196, 202)
(34, 19)
(34, 152)
(34, 90)
(65, 165)
(65, 76)
(65, 73)
(272, 280)
(272, 230)
(272, 279)
(3, 8)
(3, 9)
(3, 13)
(321, 329)
(321, 24)
(321, 335)
(228, 22)
(228, 265)
(228, 189)
(173, 180)
(173, 2)
(173, 149)
(133, 140)
(133, 141)
(133, 185)
(171, 156)
(171, 225)
(171, 186)
(268, 35)
(268, 167)
(268, 244)
(99, 104)
(99, 109)
(99, 105)
(237, 325)
(237, 266)
(237, 188)
(83, 91)
(83, 57)
(83, 148)
(159, 216)
(159, 27)
(159, 106)
(213, 115)
(213, 227)
(213, 223)
(114, 245)
(114, 128)
(114, 187)
(54, 48)
(54, 67)
(54, 147)
(195, 201)
(195, 200)
(195, 205)
(98, 86)
(98, 102)
(98, 107)
(70, 208)
(70, 269)
(70, 50)
(307, 96)
(307, 61)
(307, 112)
(95, 276)
(95, 322)
(95, 332)
(305, 69)
(305, 313)
(305, 316)
(94, 42)
(94, 79)
(94, 222)
(291, 301)
(291, 296)
(291, 297)
(25, 37)
(25, 249)
(25, 143)
(204, 215)
(204, 212)
(204, 193)
(278, 306)
(278, 286)
(278, 125)
(203, 214)
(203, 210)
(203, 62)
(293, 302)
(293, 155)
(293, 300)
(80, 38)
(80, 87)
(80, 88)
(51, 61)
(51, 57)
(51, 56)
(120, 322)
(120, 27)
(120, 126)
(41, 313)
(41, 227)
(41, 26)
(39, 79)
(39, 128)
(39, 184)
(82, 200)
(82, 67)
(82, 138)
(256, 102)
(256, 109)
(256, 243)
(254, 269)
(254, 266)
(254, 263)
(147, 157)
(147, 152)
(147, 153)
(105, 117)
(105, 209)
(105, 6)
(188, 273)
(188, 93)
(188, 229)
(148, 161)
(148, 154)
(148, 233)
(106, 12)
(106, 97)
(106, 151)
(223, 235)
(223, 230)
(223, 113)
(187, 135)
(187, 76)
(187, 30)
(243, 253)
(243, 249)
(243, 248)
(263, 10)
(263, 212)
(263, 247)
(56, 72)
(56, 286)
(56, 64)
(126, 40)
(126, 210)
(126, 63)
(26, 36)
(26, 155)
(26, 33)
(184, 142)
(184, 87)
(184, 32)
(138, 255)
(138, 296)
(138, 191)
(1, 4)
(1, 5)
(1, 7)
(312, 318)
(312, 219)
(312, 178)
(166, 29)
(166, 304)
(166, 146)
(78, 15)
(78, 162)
(78, 328)
(261, 163)
(261, 271)
(261, 275)
(127, 134)
(127, 17)
(127, 139)
(224, 231)
(224, 232)
(224, 182)
(289, 292)
(289, 293)
(289, 295)
(290, 294)
(290, 278)
(290, 299)
(324, 118)
(324, 25)
(324, 285)
(327, 136)
(327, 80)
(327, 31)
(74, 81)
(74, 203)
(74, 84)
(197, 59)
(197, 204)
(197, 206)
(198, 192)
(198, 291)
(198, 211)
(241, 245)
(241, 244)
(241, 247)
(177, 216)
(177, 185)
(177, 191)
(284, 325)
(284, 189)
(284, 33)
(259, 48)
(259, 13)
(259, 64)
(130, 115)
(130, 186)
(130, 248)
(18, 91)
(18, 149)
(18, 32)
(282, 104)
(282, 335)
(282, 63)
(193, 196)
(193, 197)
(193, 199)
(297, 65)
(297, 198)
(297, 309)
(300, 308)
(300, 289)
(300, 311)
(125, 132)
(125, 290)
(125, 101)
(143, 34)
(143, 324)
(143, 44)
(88, 272)
(88, 327)
(88, 46)
(62, 71)
(62, 74)
(62, 77)
(145, 149)
(145, 148)
(145, 151)
(217, 335)
(217, 105)
(217, 229)
(179, 244)
(179, 187)
(179, 153)
(100, 185)
(100, 106)
(100, 113)
(181, 189)
(181, 188)
(181, 233)
(160, 13)
(160, 147)
(160, 6)
(238, 186)
(238, 223)
(238, 30)
(97, 100)
(97, 103)
(97, 101)
(93, 181)
(93, 122)
(93, 44)
(152, 160)
(152, 168)
(152, 46)
(230, 238)
(230, 258)
(230, 77)
(154, 145)
(154, 60)
(154, 199)
(209, 217)
(209, 220)
(209, 309)
(76, 179)
(76, 52)
(76, 311)
(49, 53)
(49, 52)
(49, 55)
(119, 68)
(119, 103)
(119, 202)
(137, 323)
(137, 122)
(137, 73)
(111, 58)
(111, 168)
(111, 315)
(251, 110)
(251, 258)
(251, 262)
(75, 129)
(75, 60)
(75, 90)
(331, 174)
(331, 220)
(331, 279)
(7, 14)
(7, 15)
(7, 212)
(146, 150)
(146, 134)
(146, 155)
(275, 283)
(275, 4)
(275, 249)
(182, 190)
(182, 29)
(182, 210)
(178, 234)
(178, 163)
(178, 296)
(328, 176)
(328, 231)
(328, 286)
(139, 28)
(139, 318)
(139, 87)
(151, 158)
(151, 20)
(151, 159)
(153, 257)
(153, 165)
(153, 54)
(233, 218)
(233, 169)
(233, 83)
(30, 303)
(30, 280)
(30, 114)
(229, 236)
(229, 281)
(229, 237)
(113, 121)
(113, 124)
(113, 213)
(6, 0)
(6, 19)
(6, 99)
(295, 303)
(295, 302)
(295, 164)
(285, 236)
(285, 37)
(285, 314)
(84, 121)
(84, 214)
(84, 45)
(211, 0)
(211, 301)
(211, 16)
(299, 158)
(299, 306)
(299, 310)
(31, 257)
(31, 38)
(31, 43)
(206, 218)
(206, 215)
(206, 221)
(103, 110)
(103, 308)
(103, 111)
(168, 174)
(168, 34)
(168, 75)
(60, 68)
(60, 71)
(60, 49)
(52, 58)
(52, 65)
(52, 137)
(122, 129)
(122, 132)
(122, 251)
(258, 53)
(258, 272)
(258, 331)
(220, 323)
(220, 196)
(220, 119)
(247, 255)
(247, 116)
(247, 254)
(33, 72)
(33, 47)
(33, 41)
(248, 142)
(248, 264)
(248, 256)
(63, 10)
(63, 267)
(63, 120)
(191, 36)
(191, 92)
(191, 82)
(64, 253)
(64, 246)
(64, 51)
(32, 40)
(32, 326)
(32, 39)
(55, 260)
(55, 62)
(55, 63)
(73, 85)
(73, 297)
(73, 191)
(262, 242)
(262, 125)
(262, 64)
(279, 319)
(279, 88)
(279, 32)
(202, 108)
(202, 193)
(202, 247)
(315, 330)
(315, 300)
(315, 33)
(90, 207)
(90, 143)
(90, 248)
(199, 207)
(199, 68)
(199, 206)
(311, 260)
(311, 58)
(311, 295)
(44, 85)
(44, 129)
(44, 285)
(77, 242)
(77, 53)
(77, 84)
(309, 319)
(309, 323)
(309, 211)
(101, 108)
(101, 110)
(101, 299)
(46, 330)
(46, 174)
(46, 31)
